cut	148
Partition 0	2083,2087
Partition 1	2082,2094
Partition 2	2099
Partition 3	2063,2088,2062
Partition 4	2089,2093
Partition 5	2107,2106
Partition 6	2100,2104
Partition 7	2095,2098,2105
Partition 8	2077,2078,2097
Partition 9	2102,2103
Partition 10	2079,2080
Partition 11	2101,2067
Partition 12	2084,2081
Partition 13	2096,2075,2091
Partition 14	2085,2086
Partition 15	2090,2092
Partition 16	2124,2123
Partition 17	2183,2184
Partition 18	2181,2182
Partition 19	2064,2187
Partition 20	2192,2193
Partition 21	2191,2189,2190
Partition 22	2125
Partition 23	2126,2188,2194
Partition 24	2185,2196
Partition 25	2186,2195,2197
Partition 26	2065
Partition 27	2200,2199
Partition 28	2112
Partition 29	2069,2111
Partition 30	2198
Partition 31	2109,2110,2108
Partition 32	2130,2139
Partition 33	2129,2138,2140
Partition 34	2076
Partition 35	2066,2142
Partition 36	2135,2136,2137
Partition 37	2134,2133
Partition 38	2145,2068
Partition 39	2131,2132
Partition 40	2141,2149
Partition 41	2148,2147
Partition 42	2151,2150,2152
Partition 43	2143,2144
Partition 44	2071
Partition 45	2115,2114
Partition 46	2117,2121
Partition 47	2113,2146,2116
Partition 48	2073
Partition 49	2180,2178
Partition 50	2120,2179
Partition 51	2119,2122,2118
Partition 52	2173,2171
Partition 53	2127,2128,2176
Partition 54	2175,2170,2172
Partition 55	2174,2177
Partition 56	2155,2159
Partition 57	2156,2074
Partition 58	2072,2158
Partition 59	2157,2160
Partition 60	2153,2168
Partition 61	2154,2167,2169
Partition 62	2164,2166
Partition 63	2162,2161,2165
Partition 64	2070,2163
