cut	70
Partition 0	7542,7544,7543
Partition 1	7506,7514,7492
Partition 2	7490,7528,7529
Partition 3	7515,7516,7503
Partition 4	7530,7546,7527,7531
Partition 5	7549,7526,7497
Partition 6	7569,7550,7571,7570
Partition 7	7498,7499,7545,7547
Partition 8	7501,7564,7590
Partition 9	7562,7559,7563
Partition 10	7507,7560,7573,7561
Partition 11	7556,7568,7572
Partition 12	7555,7551,7552,7495
Partition 13	7557,7553,7558
Partition 14	7565,7566,7567,7554
Partition 15	7520,7519,7518
Partition 16	7502,7504,7505,7508
Partition 17	7533,7534,7532
Partition 18	7524,7525,7536,7535
Partition 19	7513,7512,7517
Partition 20	7491,7500,7511,7496
Partition 21	7509,7510,7523
Partition 22	7574,7540,7541,7581
Partition 23	7539,7591,7592
Partition 24	7494,7537,7538
Partition 25	7588,7586,7587
Partition 26	7595,7594,7593,7589
Partition 27	7493,7521,7522
Partition 28	7583,7582,7585,7584
Partition 29	7576,7577,7578
Partition 30	7548,7575,7580,7579
