cut	41
Partition 0	15,19
Partition 1	23,27
Partition 2	4,30,36
Partition 3	9,28
Partition 4	14,57,45
Partition 5	7,49,46
Partition 6	3,41
Partition 7	0,2
Partition 8	1,38,48
Partition 9	5,18
Partition 10	17,47
Partition 11	40,51
Partition 12	33,43,59
Partition 13	25,55
Partition 14	11,39
Partition 15	8,56,50
Partition 16	31,32
Partition 17	6,42
Partition 18	13,16,35
Partition 19	22,29
Partition 20	12,52
Partition 21	20,21
Partition 22	24,26
Partition 23	10,34,58
Partition 24	37,53
Partition 25	44,54
