cut	97
Partition 0	18,20
Partition 1	16,17,15
Partition 2	59,21,19
Partition 3	54,64,45
Partition 4	63,61,62
Partition 5	74,75,76
Partition 6	46,44
Partition 7	57,56,55
Partition 8	60,58,48
Partition 9	51,53,52
Partition 10	50,49,47
Partition 11	23,22,24
Partition 12	28,30,29,26
Partition 13	6,7
Partition 14	3,4,5
Partition 15	1,0,2
Partition 16	11,10,9
Partition 17	12,14,36
Partition 18	35,34,37
Partition 19	32,33,13,31
Partition 20	79,77,78
Partition 21	41,43,42
Partition 22	40,39,38
Partition 23	67,65,66
Partition 24	70,69,68
Partition 25	73,72,71
Partition 26	27,8,25
