cut	117
Partition 0	64,65,25
Partition 1	66,67,68
Partition 2	69,96,70,81
Partition 3	91,89,90,92
Partition 4	88,23,87
Partition 5	20,22,21
Partition 6	24,85,83,84
Partition 7	12,47,49,95
Partition 8	72,43,98
Partition 9	44,46,45
Partition 10	86,13,14
Partition 11	77,16,94,15
Partition 12	19,18,17
Partition 13	36,34,8,35
Partition 14	5,28,26
Partition 15	82,27,93
Partition 16	80,41,79,78
Partition 17	54,55,53
Partition 18	63,38,37
Partition 19	11,9,10
Partition 20	7,62,56,48,39
Partition 21	32,29,30
Partition 22	31,33,40
Partition 23	1,42,57
Partition 24	52,51,50,76
Partition 25	99,0,2
Partition 26	71,74,75,73
Partition 27	4,3,6
Partition 28	97,61,59,60,58
