cut	46
Partition 0	3,86,87
Partition 1	66,77,85
Partition 2	20,35,47,52
Partition 3	4,16,82
Partition 4	17,37,79
Partition 5	1,25,48,57,83
Partition 6	13,68,53
Partition 7	11,22,76
Partition 8	10,31,46,60
Partition 9	5,7,14,39
Partition 10	28,69,74,84
Partition 11	50,59,81
Partition 12	8,49,64,70
Partition 13	2,18,19,80
Partition 14	27,42,71,73
Partition 15	67,24,29,58
Partition 16	9,32,43,55
Partition 17	23,51,61,40
Partition 18	45,56,65,75
Partition 19	21,38,62
Partition 20	44,30,88
Partition 21	0,6,12,26
Partition 22	15,78,34
Partition 23	54,33,41,72
Partition 24	36,63,89
