iteration	t
1	18,34,44,46,63,135,306,550,4829
2	7,14,15,37,45,55,85,102,251,605,1294,5452,6653,6710,6767,6768,8598
3	4,15,50,53,70,96,307
4	2,18,27,34,52,55,111,238,1235,1342,1682
5	1,6,10,35,65,82,146,212,427,488,499,1752
6	2,288,439,3291,4970
7	6,114,545,551,661
8	12,30,41,53,3921
9	13,168,172,177,182,185,306,706,2229
