cut	56
Partition 0	22,76,81
Partition 1	26,59,95
Partition 2	13,97,43,62
Partition 3	18,36,80
Partition 4	2,37,87,93
Partition 5	4,98,64
Partition 6	15,19,74,77
Partition 7	8,10,32,23
Partition 8	0,5,28,39
Partition 9	34,48,57,66
Partition 10	1,25,40,71
Partition 11	27,45,70,99
Partition 12	3,56,79
Partition 13	29,53,52,67,60
Partition 14	21,72,24
Partition 15	17,85,89
Partition 16	83,86,92,96
Partition 17	9,20,30,41
Partition 18	31,33,65,84
Partition 19	75,94,78
Partition 20	42,47,73,58
Partition 21	6,55,68
Partition 22	12,46,49
Partition 23	35,50,54
Partition 24	7,38,88
Partition 25	11,44,90,91
Partition 26	14,51,69
Partition 27	16,61,63,82
