cut	103
Partition 0	1226,1227,1223
Partition 1	1139,1140,1218,1219
Partition 2	1212,1213,1157,1158
Partition 3	1217,1229,1230,1228
Partition 4	1159,1160,1167,1168
Partition 5	1224,1225,1155,1156
Partition 6	1232,1209,1210,1231
Partition 7	1205,1207,1208,1206
Partition 8	1201,1202,1204,1203
Partition 9	1177,1179,1180,1178
Partition 10	1181,1191,1192
Partition 11	1085,1132,1133,1136
Partition 12	1175,1093,1122,1174
Partition 13	1094,1171,1172,1173
Partition 14	1128,1126,1129,1130
Partition 15	1125,1086,1148,1149
Partition 16	1123,1131,1137,1138
Partition 17	1153,1154,1169,1170
Partition 18	1124,1150,1151,1152
Partition 19	1141,1142,1143
Partition 20	1176,1087,1106,1127
Partition 21	1182,1183,1184
Partition 22	1144,1147,1185,1189,1190
Partition 23	1165,1163,1164,1188
Partition 24	1134,1116,1117,1135
Partition 25	1109,1110,1113,1161
Partition 26	1088,1099,1107,1108
Partition 27	1118,1121,1119,1120
Partition 28	1095,1186,1092,1187
Partition 29	1090,1096,1111,1112
Partition 30	1089,1102,1195,1103
Partition 31	1198,1162,1200,1199
Partition 32	1193,1196,1194,1197
Partition 33	1114,1115,1214,1166
Partition 34	1234,1233,1211,1215,1216
Partition 35	1101,1104,1105
Partition 36	1100,1145,1091,1146
Partition 37	1221,1097,1098,1220,1222
