cut	56
Partition 0	3609,3579,3580
Partition 1	3610,3555,3556
Partition 2	3549,3557,3576
Partition 3	3522,3578,3577
Partition 4	3538,3537,3534,3536
Partition 5	3527,3529,3530
Partition 6	3523,3586,3587
Partition 7	3552,3585,3525
Partition 8	3553,3554,3550,3551
Partition 9	3524,3542,3543
Partition 10	3596,3595,3597
Partition 11	3528,3544,3590
Partition 12	3547,3548,3546,3541,3545
Partition 13	3560,3567,3571
Partition 14	3598,3599,3540
Partition 15	3559,3558,3520,3539
Partition 16	3564,3565,3566
Partition 17	3526,3532,3531
Partition 18	3601,3602,3603
Partition 19	3581,3600,3521,3535,3533
Partition 20	3563,3562,3561
Partition 21	3573,3574,3572
Partition 22	3568,3570,3569,3575
Partition 23	3608,3594,3604
Partition 24	3606,3607,3605,3582
Partition 25	3591,3593,3592
Partition 26	3583,3584,3588,3589
