cut	118
Partition 0	63,39,26,8
Partition 1	7,1,58,49
Partition 2	68,86,55,33
Partition 3	47,60,69,51
Partition 4	89,72,37,84
Partition 5	46,44,79,92,15
Partition 6	48,97,77
Partition 7	73,94,93,38,76
Partition 8	0,57,3,31
Partition 9	9,35,85,74
Partition 10	17,25,80,28
Partition 11	5,81,6,61
Partition 12	98,29,52,62
Partition 13	50,42,14,91
Partition 14	18,66,65,99
Partition 15	59,20,83,96
Partition 16	67,88,4,13
Partition 17	2,75,90,41,54
Partition 18	45,53,23
Partition 19	12,11,40,95
Partition 20	27,64,71,34,30
Partition 21	78,43,21,56
Partition 22	16,10,32,19
Partition 23	70,22,82,24,36,87
