iteration	t
1	13,23,27,127,141,186,226,259,299,403,876,991,2351,4511,4526,6500
2	21,43,68,392,455,519,822,960,984,1574,3280,3461,4711,5580,5599,6127
3	10,81,147,154,187,204,243,256,1053,3436,3483
4	109,121,128,143,239,269,406,491,584,1883,2423,2584,5386,7180
5	52,66,72,358,457,551,595,848,1563,1609,1648,2287,3786,3818
6	104,348,415,3091
7	86
8	1140,1183,2034,2483,2529,4021,13897
9	13,19,1419,2690,3191,3207
10	120,1561
