iteration	t
1	332,737,915,925,1255,1288,2929,2951,3829,3956,3958,4611,4614,8674
2	700,701,721,729,730,735,736,763,1010,1117,1325,1777,2276,2315,5776
3	54,56,62,68,87,92,242,259,261,351,447,694
4	44,279,1807,1852,2183,2663,2806
5	23,35,45,88,96,132
6	71,731,733
7	62,584
8	12,59,65
9	379,487,1057,1176,1504,2654,2727,8024,8581
10	631,866,2062
