cut	41
Partition 0	82,42,65,86
Partition 1	4,20,49,63,51
Partition 2	48,30,68,58
Partition 3	3,10,5,6,2
Partition 4	37,23,27,13
Partition 5	0,66,19,60,88
Partition 6	1,21,79,29
Partition 7	55,8,45,40,28
Partition 8	9,54,12,62,72,50
Partition 9	15,16,14,46
Partition 10	59,24,17,56,69
Partition 11	11,52,38,83
Partition 12	64,33,22,41,74
Partition 13	87,85,32,35,71,36
Partition 14	7,26,75,31,80
Partition 15	67,39,25,77
Partition 16	43,73,61,70,78
Partition 17	34,57,53,84,89
Partition 18	18,44,81,76,47
