cut	42
Partition 0	28,56,60
Partition 1	2,30,32
Partition 2	44,37,69
Partition 3	0,27,64
Partition 4	25,59,31
Partition 5	14,61,62
Partition 6	13,35
Partition 7	43,52,66
Partition 8	15,34,42
Partition 9	47,65
Partition 10	6,24,57
Partition 11	1,40,49
Partition 12	3,10,50
Partition 13	4,9,67
Partition 14	23,45,51
Partition 15	38,53,54
Partition 16	19,46
Partition 17	8,11,36
Partition 18	18,58
Partition 19	5,20,39
Partition 20	7,26,41,63
Partition 21	16,17,33
Partition 22	21,48,68
Partition 23	12,22,29,55
