path	1
T	8
cut	28
Partition 0	3527,3528,3534,3533,3529,3530
Partition 1	3535,3546,3584,3585,3544,3545,3583
Partition 2	3526,3542,3543,3540,3538,3541,3539
Partition 3	3531,3577,3524,3568,3578,3520,3579
Partition 4	3551,3552,3522,3536,3537
Partition 5	3547,3549,3553,3548,3550,3554
Partition 6	3573,3580,3581,3565,3566,3564,3582
Partition 7	3558,3574,3575,3576,3521,3563
Partition 8	3560,3561,3571,3562,3525,3559,3567
Partition 9	3556,3557,3572,3555,3569,3523,3570
Partition 11	3532
path	2
T	8
cut	38
Partition 0	3527,3528,3534,3533,3529,3530
Partition 1	3535,3546,3584,3585,3545,3583
Partition 2	3526,3542,3543,3539
Partition 3	3531,3577,3524,3568,3520
Partition 4	3551,3552,3522,3536,3537
Partition 5	3547,3549,3553,3548,3550,3554
Partition 6	3573,3580,3581,3565,3566,3564,3582
Partition 7	3574,3575,3576,3521
Partition 8	3560,3561,3562,3559
Partition 9	3556,3557,3555,3569,3523,3570
Partition 10	3578
Partition 11	3544
Partition 13	3579
Partition 14	3540,3541,3525
Partition 15	3532
Partition 16	3538
Partition 17	3558
Partition 18	3563
Partition 21	3571,3572
Partition 23	3567
path	3
T	7
cut	34
Partition 0	3528,3534,3533,3529,3530
Partition 1	3546,3584,3585,3544,3545,3583
Partition 2	3526,3542,3543,3541
Partition 3	3531,3577,3524,3568,3578,3520,3579
Partition 4	3551,3552,3522,3536,3537,3538
Partition 5	3547,3549,3553,3548,3550,3554
Partition 6	3573,3580,3581,3565,3566,3564,3582
Partition 7	3574,3575,3576,3521
Partition 8	3560,3561,3571,3562,3525,3559,3567
Partition 9	3556,3557,3572,3555,3523,3570
Partition 10	3532
Partition 11	3527
Partition 12	3540
Partition 13	3539
Partition 14	3535
Partition 15	3558,3563
Partition 16	3569
path	4
T	6
cut	30
Partition 0	3527,3528,3532,3534,3533,3529,3530
Partition 1	3535,3546,3584,3585,3544,3545,3583
Partition 2	3526,3542,3543,3540,3538,3541,3539
Partition 3	3531,3577,3524,3568,3578,3520,3579
Partition 4	3551,3552,3522,3536,3537
Partition 5	3547,3549,3553,3548,3550,3554
Partition 6	3573,3580,3581,3565,3566,3564,3582
Partition 7	3574,3575,3576,3521
Partition 8	3560,3561,3562,3525,3559,3567
Partition 9	3556,3557,3555,3569,3523,3570
Partition 12	3558,3563
Partition 16	3572
Partition 19	3571
path	5
T	10
cut	34
Partition 0	3527,3528,3532,3534,3533,3529,3530
Partition 1	3535,3546,3584,3585,3544,3545,3583
Partition 2	3526,3542,3543,3540,3538,3541,3539
Partition 3	3531,3577,3524,3568,3520
Partition 4	3551,3552,3522,3536,3537
Partition 5	3547,3549,3553,3548,3550,3554
Partition 6	3573,3580,3581,3565,3566,3564,3582
Partition 7	3558,3574,3575,3563
Partition 8	3560,3561,3571,3562,3525,3559,3567
Partition 9	3556,3557,3572,3555,3523,3570
Partition 10	3578
Partition 11	3576
Partition 12	3579
Partition 13	3521
Partition 15	3569
