cut	105
Partition 1	2129,2068
Partition 2	2130,2138,2139,2140
Partition 3	2076
Partition 4	2066,2131
Partition 5	2132,2133,2135,2134,2136
Partition 6	2151,2152
Partition 7	2142,2143,2144
Partition 8	2094,2095
Partition 9	2063,2099,2100
Partition 10	2141,2149,2150
Partition 11	2146,2147,2145,2148
Partition 12	2069,2111
Partition 13	2108
Partition 14	2098,2105,2106
Partition 15	2087,2137,2083,2153
Partition 16	2082,2062
Partition 17	2088,2089
Partition 18	2085,2086
Partition 19	2081,2084
Partition 20	2065,2096,2097,2075
Partition 21	2102,2101
Partition 22	2077,2067
Partition 23	2078,2090,2091,2092
Partition 24	2158,2157,2160
Partition 25	2164,2166
Partition 26	2072,2074
Partition 27	2156,2155,2159
Partition 28	2162,2165
Partition 29	2070,2161,2163
Partition 30	2170,2169,2172
Partition 31	2127,2128
Partition 32	2176,2175,2178
Partition 33	2120,2174,2179,2173,2177
Partition 34	2168,2171
Partition 35	2167,2154
Partition 36	2196,2194,2197,2198
Partition 37	2186,2195
Partition 38	2188
Partition 39	2185,2124,2183,2184,2182
Partition 40	2199,2200
Partition 41	2192,2191,2193,2189,2190
Partition 42	2112,2113,2110
Partition 43	2116,2117
Partition 44	2114,2071,2115
Partition 45	2122,2123
Partition 46	2180,2181
Partition 47	2064,2125,2126
Partition 48	2093,2107
Partition 49	2109
Partition 50	2103,2104
Partition 51	2079,2080
Partition 52	2187
Partition 53	2118,2121,2073,2119
