cut	88
Partition 0	49,50
Partition 1	55,53
Partition 2	54,52,51
Partition 3	35,36,34
Partition 4	37,17
Partition 5	39,40,38
Partition 6	19,56
Partition 7	13,57
Partition 8	15,14,12
Partition 9	9,11
Partition 10	10,20,22
Partition 11	7,6,8
Partition 12	3,4,5
Partition 13	62,60
Partition 14	18,16
Partition 15	61,59,58
Partition 16	69,68
Partition 17	1,0,2
Partition 18	67,44
Partition 19	65,63,64,66
Partition 20	41,42,43
Partition 21	21,23,46
Partition 22	45,47,48
Partition 23	24,25
Partition 24	26,28,27
Partition 25	30,29
Partition 26	33,32,31
