iteration	t
1	13,57,324,546,1128,1404,1421,1846
2	1378,1642,1643,1651,1669,1912,1921,3604,4159,4160,4756,4822,6184,6247,6249,6256,6431,6434,6436,6975,7636,7657,7679,7763,7802,8032,8349,8857
3	67,127,659,929,957,1349,4879,6939,7072,7084
4	60,175,350,894,1099
5	38,41,109,190,751,5092,7257
6	1701,2317,2399,5315
7	87,128,807,2220
8	1269,1345,3363,5365,7416,9658,9737,17384,17396
9	469,560,8375,8812
