cut	150
Partition 0	2196,2194
Partition 1	2185,2186
Partition 2	2200
Partition 3	2199,2184
Partition 4	2198
Partition 5	2195,2197
Partition 6	2192,2189
Partition 7	2191,2193,2190
Partition 8	2121,2122
Partition 9	2116,2117
Partition 10	2119,2180,2118
Partition 11	2073
Partition 12	2187,2181
Partition 13	2183,2182
Partition 14	2125
Partition 15	2126,2188
Partition 16	2064,2124,2123
Partition 17	2072,2156
Partition 18	2158,2160
Partition 19	2155
Partition 20	2157,2074
Partition 21	2164,2166
Partition 22	2163,2159
Partition 23	2161,2165
Partition 24	2070,2162
Partition 25	2127,2174
Partition 26	2128,2173,2177
Partition 27	2071,2115
Partition 28	2120,2179
Partition 29	2168,2171
Partition 30	2176,2178
Partition 31	2154,2167
Partition 32	2175,2169,2172
Partition 33	2153,2170,2152
Partition 34	2135,2136
Partition 35	2134,2133
Partition 36	2076,2139
Partition 37	2138,2140
Partition 38	2066
Partition 39	2142,2143
Partition 40	2129,2130
Partition 41	2131,2132,2068
Partition 42	2146,2100
Partition 43	2145,2148,2147
Partition 44	2141
Partition 45	2149,2151,2150
Partition 47	2094,2095,2144
Partition 48	2083,2137
Partition 49	2082
Partition 50	2063,2088,2099,2062
Partition 51	2096,2097
Partition 52	2065,2079
Partition 53	2077,2102
Partition 54	2101,2067
Partition 55	2090
Partition 56	2080,2085
Partition 57	2084,2081
Partition 58	2078,2075,2091
Partition 59	2092,2093
Partition 60	2089,2107
Partition 61	2098,2105,2106
Partition 62	2103,2104
Partition 63	2086
Partition 64	2087,2109,2108
Partition 65	2112,2110
Partition 66	2069
Partition 67	2111,2113,2114
