cut	55
Partition 0	86,24,96
Partition 1	21,83,85,92
Partition 2	63,17,72,89
Partition 3	16,61,82
Partition 4	7,44,90,54
Partition 5	11,38,88,91
Partition 6	8,10,32
Partition 7	6,49,55,68
Partition 8	12,35,46,50
Partition 9	9,20,30,31
Partition 10	33,41,47,94
Partition 11	65,75,78
Partition 12	42,73,84,58
Partition 13	22,26,59
Partition 14	13,95,97,62
Partition 15	76,43,81
Partition 16	18,36,37,87
Partition 17	2,93,64,77,80
Partition 18	14,51,69
Partition 19	4,98,15,19,74
Partition 20	27,45,70
Partition 21	1,25,40,71
Partition 22	52,67,99
Partition 23	5,28,34
Partition 24	0,39,57,23
Partition 25	3,29,56,79
Partition 26	48,53,60,66
