cut	43
Partition 0	8,13,38,46,81
Partition 1	28,32,33,39,85
Partition 2	50,70,97,96
Partition 3	11,16,52,62,89
Partition 4	6,29,34,60,86
Partition 5	24,57,65,78
Partition 6	2,15,63,20,90,37
Partition 7	7,12,21,40,43
Partition 8	98,72,93
Partition 9	25,27,47,36,51
Partition 10	31,35,73,53
Partition 11	1,79,19,59,64
Partition 12	5,23,76,83,87
Partition 13	0,3,14,69,88
Partition 14	18,10,49,92,48
Partition 15	9,30,58,68,99
Partition 16	4,41,44,91,82
Partition 17	26,56,95,74,77
Partition 18	67,71,80,84
Partition 19	17,22,42,45,54
Partition 20	55,61,66,75,94
