cut	41
Partition 0	0,37,71,78
Partition 1	11,33,46
Partition 2	2,13,16
Partition 3	14,50,59
Partition 4	23,65,40
Partition 5	25,44,69
Partition 6	9,34,35,48
Partition 7	49,60
Partition 8	1,20,32,74
Partition 9	7,27,79
Partition 10	3,10,38
Partition 11	29,42,53,58
Partition 12	15,30,26
Partition 13	6,17,67
Partition 14	21,31,62
Partition 15	22,61,75
Partition 16	8,41,70
Partition 17	43,45,72
Partition 18	12,19,66
Partition 19	4,36,57,63,5
Partition 20	54,47,56,68
Partition 21	73,64,77
Partition 22	52,55,76
Partition 23	18,24,28,39,51
