cut	55
Partition 0	6,17,37
Partition 1	3,21,91
Partition 2	18,38,22
Partition 3	26,34,50
Partition 4	2,5,71,69
Partition 5	20,46,35,75
Partition 6	48,52,72
Partition 7	36,56,63,79
Partition 8	25,28,68
Partition 9	4,49,58,70
Partition 10	76,78,87,96
Partition 11	29,66,84
Partition 12	33,51,61
Partition 13	54,89,98
Partition 14	67,83,86
Partition 15	8,40,88
Partition 16	7,27,42
Partition 17	30,59,99
Partition 18	11,32,39
Partition 19	24,73,85
Partition 20	9,15,43
Partition 21	53,60,80
Partition 22	0,19,31,92
Partition 23	13,65,77
Partition 24	14,16,57,23
Partition 25	12,74,64
Partition 26	55,81,95,97
Partition 27	47,82,90
Partition 28	1,10,45,62
Partition 29	41,44,93,94
