cut	109
Partition 0	2143,2068
Partition 1	2139,2140
Partition 2	2129,2130,2138
Partition 3	2131,2132
Partition 4	2066,2142,2076
Partition 5	2135,2136,2137
Partition 6	2134,2133
Partition 7	2099,2100
Partition 8	2063,2088
Partition 9	2082,2083,2062
Partition 10	2145,2148
Partition 11	2089,2141,2149
Partition 12	2144,2151,2150
Partition 13	2146,2147
Partition 14	2103,2104
Partition 15	2094,2095
Partition 16	2098,2105,2106
Partition 17	2102,2101
Partition 18	2077,2097,2067
Partition 19	2093,2107
Partition 20	2078,2090,2091,2092
Partition 21	2069,2111
Partition 22	2109,2108
Partition 23	2112,2113,2110
Partition 24	2080,2085,2081
Partition 25	2065,2079
Partition 26	2096,2075
Partition 27	2084,2086,2087
Partition 28	2154,2167
Partition 29	2153,2170,2152
Partition 30	2168,2171
Partition 31	2175,2178
Partition 32	2169,2172
Partition 33	2128,2173
Partition 34	2127,2174,2176,2177
Partition 35	2072,2158
Partition 36	2164,2160
Partition 37	2157,2156,2074
Partition 38	2163,2166
Partition 39	2070,2161,2165
Partition 40	2162,2155,2159
Partition 41	2071,2115,2114
Partition 42	2181,2182
Partition 43	2123,2188
Partition 44	2064,2125,2126
Partition 45	2116,2117,2118
Partition 46	2121,2122
Partition 47	2073,2119,2180
Partition 48	2120,2179
Partition 49	2124,2183
Partition 50	2199,2184
Partition 51	2200,2185,2186
Partition 52	2192,2187,2189
Partition 53	2191,2190
Partition 54	2193,2195
Partition 55	2198,2196,2197,2194
