path	1
T	NA
cut	13
Partition 0	73,72,62,33,75,65
Partition 1	0,14,13,55,63,57,12,54
Partition 2	18,15,16,17,49
Partition 3	71,79,78,76,77
Partition 4	64,3,24,23,7,8,30,22,66
Partition 5	6,5,51,53,50,52
Partition 6	46,9,29,45,25,47
Partition 7	28,74,34,19,32,48,31
Partition 8	2,1,27,26,56,61,60
Partition 9	4,20,21,36,35,37
Partition 10	11,10,41,40,39,59,58
Partition 11	67,44,38,43,70,42,69,68
path	2
T	NA
cut	13
Partition 0	73,72,62,33,75,65
Partition 1	0,14,13,55,63,57,12,54
Partition 2	18,15,16,17,49
Partition 3	71,79,78,76,77
Partition 4	64,3,24,23,7,8,30,22,66
Partition 5	6,5,51,53,50,52
Partition 6	46,9,29,45,25,47
Partition 7	28,74,34,19,32,48,31
Partition 8	2,1,27,26,56,61,60
Partition 9	4,20,21,36,35,37
Partition 10	11,10,41,40,39,59,58
Partition 11	67,44,38,43,70,42,69,68
path	3
T	NA
cut	13
Partition 0	73,72,62,33,75,65
Partition 1	0,14,13,64,55,63,57,12,54
Partition 2	18,15,16,17,49
Partition 3	71,79,78,76,77
Partition 4	3,24,23,7,8,30,22,66
Partition 5	6,5,51,53,50,52
Partition 6	46,9,29,45,25,47
Partition 7	28,74,34,19,32,48,31
Partition 8	2,1,27,26,56,61,60
Partition 9	4,20,21,36,35,37
Partition 10	11,10,41,40,39,59,58
Partition 11	67,44,38,43,70,42,69,68
