cut	57
Partition 0	3547,3546,3545
Partition 1	3550,3551,3584
Partition 2	3524,3542,3543
Partition 3	3554,3596,3597
Partition 4	3553,3552,3555
Partition 5	3556,3549,3557
Partition 6	3548,3528,3541,3595
Partition 7	3586,3585,3525
Partition 8	3523,3573,3572
Partition 9	3574,3575,3576
Partition 10	3522,3578,3579
Partition 11	3610,3609,3580
Partition 12	3577,3527,3529,3530
Partition 13	3538,3537,3534,3536
Partition 14	3601,3602,3603
Partition 15	3606,3607,3608
Partition 16	3594,3604,3593
Partition 17	3568,3570,3569
Partition 18	3563,3562,3561
Partition 19	3566,3521,3533
Partition 20	3605,3581,3582,3600,3535
Partition 21	3599,3540,3539
Partition 22	3560,3567,3571
Partition 23	3559,3558,3520
Partition 24	3583,3588,3589
Partition 25	3587,3590,3591,3592
Partition 26	3526,3532,3544,3531
Partition 27	3564,3565,3598
