path	1
T	4
cut	33
Partition 0	603,616,647,649,648,600
Partition 1	636,617,652,655,656,657
Partition 2	658,659,660,661,662,611
Partition 3	653,610,654,613,623,612
Partition 4	609,637,631,638,639,622,640
Partition 5	632,619,620,634,635,633
Partition 6	618,602,626,624,625,627
Partition 7	601,621,642,645,646,644
Partition 8	605,650,608,651,606,607,630
Partition 9	604,628,629,641,614,615,643
path	2
T	4
cut	33
Partition 0	603,616,647,649,648,600
Partition 1	636,617,652,655,656,657
Partition 2	658,659,660,661,662,611
Partition 3	653,610,654,613,623,612
Partition 4	609,637,631,638,639,622,640
Partition 5	632,619,620,634,635,633
Partition 6	618,602,626,624,625,627
Partition 7	601,621,642,645,646,644
Partition 8	605,650,608,651,606,607,630
Partition 9	604,628,629,641,614,615,643
path	3
T	4
cut	33
Partition 0	603,616,647,649,648,600
Partition 1	636,617,652,655,656,657
Partition 2	658,659,660,661,662,611
Partition 3	653,610,654,613,623,612
Partition 4	609,637,631,638,639,622,640
Partition 5	632,619,620,634,635,633
Partition 6	618,602,626,624,625,627
Partition 7	601,621,642,645,646,644
Partition 8	605,650,608,651,606,607,630
Partition 9	604,628,629,641,614,615,643
path	4
T	4
cut	33
Partition 0	603,616,647,649,648,600
Partition 1	636,617,652,655,656,657
Partition 2	658,659,660,661,662,611
Partition 3	653,610,654,613,623,612
Partition 4	609,637,631,638,639,622,640
Partition 5	632,619,620,634,635,633
Partition 6	618,602,626,624,625,627
Partition 7	601,621,642,645,646,644
Partition 8	605,650,608,651,606,607,630
Partition 9	604,628,629,641,614,615,643
path	5
T	4
cut	33
Partition 0	603,616,647,649,648,600
Partition 1	636,617,652,655,656,657
Partition 2	658,659,660,661,662,611
Partition 3	653,610,654,613,623,612
Partition 4	609,637,631,638,639,622,640
Partition 5	632,619,620,634,635,633
Partition 6	618,602,626,624,625,627
Partition 7	601,621,642,645,646,644
Partition 8	605,650,608,651,606,607,630
Partition 9	604,628,629,641,614,615,643
path	6
T	4
cut	33
Partition 0	603,616,647,649,648,600
Partition 1	636,617,652,655,656,657
Partition 2	658,659,660,661,662,611
Partition 3	653,610,654,613,623,612
Partition 4	609,637,631,638,639,622,640
Partition 5	632,619,620,634,635,633
Partition 6	618,602,626,624,625,627
Partition 7	601,621,642,645,646,644
Partition 8	605,650,608,651,606,607,630
Partition 9	604,628,629,641,614,615,643
path	7
T	4
cut	33
Partition 0	603,616,647,649,648,600
Partition 1	636,617,652,655,656,657
Partition 2	658,659,660,661,662,611
Partition 3	653,610,654,613,623,612
Partition 4	609,637,631,638,639,622,640
Partition 5	632,619,620,634,635,633
Partition 6	618,602,626,624,625,627
Partition 7	601,621,642,645,646,644
Partition 8	605,650,608,651,606,607,630
Partition 9	604,628,629,641,614,615,643
path	8
T	4
cut	33
Partition 0	603,616,647,649,648,600
Partition 1	636,617,652,655,656,657
Partition 2	658,659,660,661,662,611
Partition 3	653,610,654,613,623,612
Partition 4	609,637,631,638,639,622,640
Partition 5	632,619,620,634,635,633
Partition 6	618,602,626,624,625,627
Partition 7	601,621,642,645,646,644
Partition 8	605,650,608,651,606,607,630
Partition 9	604,628,629,641,614,615,643
path	9
T	4
cut	33
Partition 0	603,616,647,649,648,600
Partition 1	636,617,652,655,656,657
Partition 2	658,659,660,661,662,611
Partition 3	653,610,654,613,623,612
Partition 4	609,637,631,638,639,622,640
Partition 5	632,619,620,634,635,633
Partition 6	618,602,626,624,625,627
Partition 7	601,621,642,645,646,644
Partition 8	605,650,608,651,606,607,630
Partition 9	604,628,629,641,614,615,643
path	10
T	4
cut	33
Partition 0	603,616,647,649,648,600
Partition 1	636,617,652,655,656,657
Partition 2	658,659,660,661,662,611
Partition 3	653,610,654,613,623,612
Partition 4	609,637,631,638,639,622,640
Partition 5	632,619,620,634,635,633
Partition 6	618,602,626,624,625,627
Partition 7	601,621,642,645,646,644
Partition 8	605,650,608,651,606,607,630
Partition 9	604,628,629,641,614,615,643
