cut	85
Partition 0	45,46
Partition 1	50,48
Partition 2	47,51,49
Partition 3	43,42,44
Partition 4	38,37
Partition 5	41,40,39
Partition 6	57,55
Partition 7	58,56
Partition 8	60,61,59
Partition 9	66,65
Partition 10	64,62,63
Partition 11	0,1,2
Partition 12	69,68,67
Partition 13	19,18
Partition 14	20,21
Partition 15	22,24,23
Partition 16	17,16
Partition 17	13,14,15
Partition 18	31,30
Partition 19	27,28,25,26
Partition 20	29,12
Partition 21	9,10,11
Partition 22	7,6,8
Partition 23	53,52,54
Partition 24	3,4
Partition 25	34,33,32
Partition 26	36,5,35
