cut	46
Partition 0	12,50,29
Partition 1	2,14,48,56
Partition 2	52,64,74
Partition 3	67,58,72
Partition 4	77,42,73
Partition 5	45,51,79
Partition 6	5,30,43
Partition 7	4,20,36
Partition 8	0,27,32,71,80
Partition 9	6,10,13,49
Partition 10	1,21,23,40
Partition 11	16,26,22,61
Partition 12	19,54,88
Partition 13	8,11,25,31
Partition 14	44,59,81,89
Partition 15	15,35,53,69
Partition 16	24,60,68,86
Partition 17	9,17,85,82
Partition 18	34,63,84
Partition 19	18,39,46,70,62
Partition 20	28,33,83,57
Partition 21	3,47,55,87
Partition 22	37,38,41,66
Partition 23	7,65,75,76,78
