cut	56
Partition 0	23,77,14,84
Partition 1	32,65,61
Partition 2	9,16,31,30
Partition 3	48,49,87
Partition 4	53,33,78,56
Partition 5	42,62,66,67
Partition 6	11,34,45,70
Partition 7	6,37,89,60
Partition 8	50,10,63
Partition 9	4,72,82
Partition 10	2,20,21,47
Partition 11	35,44,83,57
Partition 12	22,54,51
Partition 13	75,39,74
Partition 14	3,36,5,52
Partition 15	73,59,68
Partition 16	12,26,81
Partition 17	24,41,13,46
Partition 18	40,88,80,0
Partition 19	17,86,58,64
Partition 20	1,85,69,29,79
Partition 21	7,38,43,71
Partition 22	19,15,27,76
Partition 23	8,28,18,25,55
