path	1
T	16
cut	93
Partition 0	2077,2078,2067
Partition 1	2090,2091,2092
Partition 2	2096,2097,2075
Partition 3	2065,2079,2080
Partition 4	2085,2084,2086,2081
Partition 5	2112,2087,2109,2110
Partition 6	2093,2107,2108
Partition 7	2094,2095,2098
Partition 8	2102,2101,2103
Partition 9	2105,2106,2104
Partition 10	2063,2088,2089
Partition 11	2082,2083,2062
Partition 12	2138,2140,2141
Partition 13	2145,2148,2149,2150
Partition 14	2146,2099,2100,2147
Partition 15	2129,2130,2068
Partition 16	2143,2144,2151,2152
Partition 17	2142,2076,2139
Partition 18	2135,2136,2137
Partition 19	2066,2131,2132,2134,2133
Partition 20	2069,2111,2127,2174
Partition 21	2128,2179,2173,2177
Partition 22	2176,2178,2171
Partition 23	2175,2170,2172
Partition 24	2153,2154,2167,2169
Partition 25	2072,2156,2074
Partition 26	2157,2158,2160
Partition 27	2070,2161,2165
Partition 28	2162,2155,2159
Partition 29	2164,2163,2166,2168
Partition 30	2071,2115,2117
Partition 31	2113,2116,2114
Partition 32	2073,2119,2120,2118
Partition 33	2121,2122,2123
Partition 34	2064,2125,2126
Partition 35	2180,2181,2182
Partition 36	2192,2193,2194
Partition 37	2191,2187,2189,2190,2188
Partition 38	2124,2183,2184
Partition 39	2198,2196,2195,2197
Partition 40	2200,2199,2185,2186
