cut	101
Partition 0	3,4,6
Partition 1	1,5,65
Partition 2	63,64,62
Partition 3	39,38,40
Partition 4	17,18
Partition 5	20,44
Partition 6	37,36,35
Partition 7	72,50
Partition 8	16,70,69
Partition 9	15,71,47
Partition 10	67,68,66
Partition 11	7,43,41
Partition 12	8,9,10
Partition 13	14,12,13,11
Partition 14	46,48
Partition 15	25,23,24
Partition 16	2,21,22
Partition 17	53,54
Partition 18	33,34,49
Partition 19	55,19,28
Partition 20	52,57,56,51
Partition 21	45,26
Partition 22	79,0,27
Partition 23	78,76,42
Partition 24	74,31,73
Partition 25	32,29,30
Partition 26	58,59,60
Partition 27	61,75,77
