cut	78
Partition 0	36,48,96
Partition 1	9,64,30
Partition 2	47,83,94
Partition 3	57,86,95
Partition 4	43,51,4
Partition 5	42,62,79
Partition 6	0,88,81,74
Partition 7	73,59,70
Partition 8	28,77,44,54
Partition 9	31,32,61
Partition 10	19,89,49,84
Partition 11	3,69,17
Partition 12	65,10,26,78
Partition 13	1,63,14,58
Partition 14	71,66,80
Partition 15	53,41,52
Partition 16	29,72,92
Partition 17	18,25,38
Partition 18	91,16,98
Partition 19	5,8,11,68
Partition 20	45,20,22,12
Partition 21	97,46,23
Partition 22	34,55,99
Partition 23	67,6,85
Partition 24	33,50,39
Partition 25	13,90,37,87
Partition 26	56,82,93
Partition 27	2,15,76,35
Partition 28	75,7,27
Partition 29	40,24,21,60
