cut	41
Partition 0	1665,1691
Partition 1	1664,1707,1708
Partition 2	1696,1697
Partition 3	1698,1679,1680
Partition 4	1692,1678,1677
Partition 5	1675,1676
Partition 6	1700,1701,1702
Partition 7	1705,1703,1704
Partition 8	1681,1682,1699
Partition 9	1662,1693,1663,1685
Partition 10	1686,1670,1687
Partition 11	1672,1673,1671
Partition 12	1684,1709,1688
Partition 13	1683,1668,1669
Partition 14	1674,1690,1689
Partition 15	1713,1715,1714
Partition 16	1711,1710,1717
Partition 17	1716,1719,1718
Partition 18	1694,1666,1695
Partition 19	1667,1712,1706
Partition 20	1723,1722,1720,1721
