cut	33
Partition 0	5,29
Partition 1	43,47
Partition 2	2,28,39
Partition 3	27,51
Partition 4	0,9
Partition 5	25,58
Partition 6	30,50
Partition 7	6,12
Partition 8	7,20,31
Partition 9	17,52
Partition 10	19,42,55
Partition 11	22,38
Partition 12	1,48,59
Partition 13	8,14
Partition 14	24,32
Partition 15	21,33,54
Partition 16	10,26
Partition 17	35,37
Partition 18	23,53
Partition 19	44,46
Partition 20	15,16,34
Partition 21	36,45,57
Partition 22	11,56
Partition 23	40,49
Partition 24	4,18
Partition 25	3,13,41
