cut	86
Partition 0	16,77,38,54
Partition 1	56,73,99
Partition 2	6,81,67,70
Partition 3	21,89,79
Partition 4	33,22,60,50
Partition 5	8,58,14,36,65
Partition 6	24,71,41,68
Partition 7	4,7,42,44
Partition 8	9,13,53,63
Partition 9	1,11,23,27
Partition 10	82,90,34,80
Partition 11	26,49,57,69
Partition 12	5,0,18,19
Partition 13	48,91,84,94
Partition 14	12,96,97,32,78
Partition 15	2,20,10,17
Partition 16	83,40,46,66
Partition 17	87,30,28,85,31
Partition 18	39,35,86
Partition 19	15,37,29,52
Partition 20	61,43,88,55
Partition 21	59,3,64,95
Partition 22	92,45,98,75
Partition 23	25,74,51
Partition 24	47,93,62,72,76
