cut	56
Partition 0	4,82,20
Partition 1	49,63,51
Partition 2	42,65,86
Partition 3	62,50,58
Partition 4	48,30,68
Partition 5	3,10,87
Partition 6	5,6,2
Partition 7	0,66,13
Partition 8	37,23,27
Partition 9	19,60,88
Partition 10	1,8,40
Partition 11	21,79,29
Partition 12	9,54,12
Partition 13	55,45,72,28
Partition 14	64,36
Partition 15	33,22,74
Partition 16	11,52,41
Partition 17	26,85
Partition 18	7,31,80
Partition 19	67,25,77
Partition 20	32,35,71,39
Partition 21	44,76,53
Partition 22	18,81,47,61
Partition 23	75,34,57
Partition 24	43,73,70,78
Partition 25	24,17,56
Partition 26	38,69,83
Partition 27	15,16,59
Partition 28	14,46,84,89
