Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
7	5	30	lc	False	True	False	True	3	3	11	9
7	7	30	lc	False	True	False	True	3	3	11	9
7	9	30	lc	False	True	False	True	3	3	11	9
6	1	30	lc	False	True	False	True	3	3	9	8
6	7	30	lc	False	True	False	True	3	3	9	8
8	8	30	lc	False	True	False	True	4	4	12	13
5	2	30	lc	True	True	True	True	3	2	7	7
5	4	30	lc	True	True	True	True	3	2	7	7
5	5	30	lc	True	True	True	True	3	2	7	7
5	6	30	lc	True	True	True	True	3	2	7	7
5	7	30	lc	True	True	True	True	3	2	7	7
5	8	30	lc	True	True	True	True	3	2	7	7
5	9	30	lc	True	True	True	True	3	2	7	7
5	10	30	lc	True	True	True	True	3	2	7	7
