cut	49
Partition 0	3562,3563,3570
Partition 1	3560,3544,3561,3559
Partition 2	3520,3567,3566,3558
Partition 3	3542,3541,3523,3540
Partition 4	3526,3532,3531,3557
Partition 5	3528,3529,3530
Partition 6	3568,3527,3564,3569
Partition 7	3586,3585,3587,3588
Partition 8	3524,3572,3574,3584
Partition 9	3573,3575,3565,3577,3576
Partition 10	3579,3580,3551,3550
Partition 11	3583,3594,3582,3581
Partition 12	3598,3556,3597,3521
Partition 13	3589,3590,3591,3592
Partition 14	3595,3593,3571,3596
Partition 15	3537,3522,3539,3538
Partition 16	3534,3535,3536,3578
Partition 17	3553,3555,3552,3554
Partition 18	3548,3549,3547,3546
Partition 19	3525,3533,3543,3545
