cut	72
Partition 0	43,51,4
Partition 1	0,88,42,79
Partition 2	62,57,86,95
Partition 3	9,64,30,94
Partition 4	36,48,96
Partition 5	47,81,83,74
Partition 6	3,69,17
Partition 7	1,63,65,58
Partition 8	10,14,26,78
Partition 9	28,77,44,49
Partition 10	73,54,59,70
Partition 11	89,71,66,80
Partition 12	19,31,32,61,84
Partition 13	40,24,21
Partition 14	75,15,76,35
Partition 15	2,7,27,41
Partition 16	91,16,98
Partition 17	18,25,53,52
Partition 18	38,29,72,92
Partition 19	5,8,11,68
Partition 20	90,33,50,39
Partition 21	60,56,82,93
Partition 22	55,99,67,6
Partition 23	34,97,46,23
Partition 24	45,20,22,12
Partition 25	13,37,85,87
