cut	49
Partition 0	50,58,72
Partition 1	2,14,48
Partition 2	52,56,67
Partition 3	45,51,79
Partition 4	12,29,42,73
Partition 5	77,64,74
Partition 6	15,35,53,69
Partition 7	5,49,43
Partition 8	4,16,22
Partition 9	0,20,27,36
Partition 10	30,32,71,80
Partition 11	1,6,10,13,21
Partition 12	23,26,40,61
Partition 13	19,81,88
Partition 14	25,31,44
Partition 15	8,54,59,89
Partition 16	11,17,85
Partition 17	9,28,57,82
Partition 18	24,60,68,86
Partition 19	46,70,62
Partition 20	18,33,83
Partition 21	39,63,84
Partition 22	34,37,65
Partition 23	7,38,75,78
Partition 24	3,47,55,87
Partition 25	41,76,66
