cut	111
Partition 0	4,9,34,63
Partition 1	28,45,60
Partition 2	24,27,71
Partition 3	74,41,67,69
Partition 4	2,3,75,51
Partition 5	15,18,32
Partition 6	55,5,77,59,68
Partition 7	6,40,29
Partition 8	11,58,43,8
Partition 9	62,30,47,57,70
Partition 10	7,13,21
Partition 11	73,49,53,61
Partition 12	20,23,64,36
Partition 13	50,44,48,78
Partition 14	26,38,42,35
Partition 15	0,25,39
Partition 16	1,12,56,22
Partition 17	46,31,76,79
Partition 18	10,54,19,33
Partition 19	65,17,14,37
Partition 20	72,16,52,66
