cut	48
Partition 0	3538,3563,3582,3596,3556,3589
Partition 1	3560,3557,3558,3522,3555,3559
Partition 2	3584,3583,3585,3586,3598,3597
Partition 3	3553,3554,3581,3579,3580,3577
Partition 4	3526,3528,3530,3532,3567,3566
Partition 5	3523,3565,3544,3545,3587,3588
Partition 6	3590,3595,3594,3593,3592,3591
Partition 7	3537,3539,3540,3535,3536,3576,3531
Partition 8	3578,3606,3603,3607,3610,3611
Partition 9	3527,3533,3602,3601,3600,3520
Partition 10	3534,3521,3612,3546,3614,3615
Partition 11	3618,3575,3617,3599,3547,3574,3616
Partition 12	3548,3608,3609,3551,3552,3561
Partition 13	3605,3604,3524,3549,3613,3550,3562
Partition 14	3569,3568,3572,3573,3570,3571
Partition 15	3525,3529,3564,3541,3542,3543
