cut	46
Partition 0	5,35,57
Partition 1	2,47,49
Partition 2	48,82,89
Partition 3	18,23,38,72
Partition 4	61,70,79
Partition 5	25,46,52
Partition 6	10,60,31,54
Partition 7	6,8,17,59
Partition 8	34,45,73
Partition 9	9,21,81
Partition 10	44,62,74
Partition 11	53,80,83
Partition 12	28,87,41,43
Partition 13	19,26,22
Partition 14	12,13,30,67
Partition 15	71,78,75
Partition 16	24,33,85
Partition 17	7,56,68,76
Partition 18	11,29
Partition 19	27,32,39,51
Partition 20	37,50,88
Partition 21	1,36,55,84
Partition 22	63,64,69,58
Partition 23	0,65,77
Partition 24	16,4,20
Partition 25	3,15,42,40
Partition 26	14,66,86
