cut	77
Partition 0	8,37
Partition 1	17,72,11
Partition 2	61,52,54
Partition 3	35,2,79
Partition 4	29,50,45
Partition 5	74,58,76
Partition 6	44,71
Partition 7	14,42,26
Partition 8	20,3,30
Partition 9	40,53,33
Partition 10	1,59,25
Partition 11	9,22,23
Partition 12	78,36,68,73
Partition 13	34,66
Partition 14	4,55,47
Partition 15	13,75,39
Partition 16	24,28,49
Partition 17	5,6
Partition 18	19,67,69
Partition 19	43,31,12,18
Partition 20	16,32,63
Partition 21	0,10,56
Partition 22	57,38,41,60
Partition 23	7,15,64
Partition 24	77,21,65
Partition 25	51,27,62
Partition 26	48,46,70
