cut	128
Partition 0	85,74,38
Partition 1	5,6,61
Partition 2	88,81,17,80
Partition 3	4,11,35
Partition 4	94,90,93,76
Partition 5	45,16,53
Partition 6	12,95,25,28
Partition 7	87,21,56
Partition 8	27,71,34,30
Partition 9	78,43,91
Partition 10	33,32,19
Partition 11	64,41,24,54
Partition 12	10,82,40
Partition 13	77,22,36,23
Partition 14	98,29,52
Partition 15	18,99,62
Partition 16	9,66,50,42
Partition 17	86,14,37
Partition 18	68,72,26
Partition 19	49,69,51
Partition 20	7,1,58,55,97
Partition 21	73,47,60
Partition 22	46,92,15,84
Partition 23	63,8,79
Partition 24	3,89,31,44
Partition 25	0,57,48
Partition 26	39,2,75
Partition 27	67,13,83
Partition 28	70,59,65,20,96
